school_name,qs_wur_2026_rank,qs_wur_2026_numeric,qs_rank_in_dataset,qs_other_qs_note,qs_source_url,program_name,year,employment_6m,employment_2yr,admission_overall_average,admit_share_80_plus,admit_share_85_plus,international_share,male_female_ratio,domestic_total_cost,international_total_cost,faculty_total_fte_est,total_funding,has_employment_target,has_any_admission_feature,has_any_school_level_feature
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Mathematics,2021,100,100,85.8,0,0,0.054920337,1.4520703042499332,8708.33,29424.03,1276.2,5236936,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Medicine & Related Programs,2014,100,100,83.05,0,0,0.058534264,0.6931448741534965,8697.455,28067.805,1276.2,5317664,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Medicine & Related Programs,2015,100,100,83.05,0,0,0.064256418,0.6931448741534965,8697.455,28067.805,1276.2,5026829,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Medicine & Related Programs,2016,100,100,83.05,0,0,0.060717571,0.6931448741534965,8378.69,23083.69,1276.2,5471537,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Medicine & Related Programs,2018,100,100,83.05,0,0,0.044184535,0.6931448741534965,8884.85,26945.85,1276.2,10878594,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Medicine & Related Programs,2019,100,100,83.05,0,0,0.051969012,0.6931448741534965,8892.54,29488.24,1276.2,18389261,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Medicine & Related Programs,2020,100,100,83.05,0,0,0.053114132,0.6931448741534965,8510.06,29189.76,1276.2,13122314.7,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Nursing,2014,95.93,99.16,85.9,88,62.6,0.058534264,0.1774770210610117,8796.59,28067.805,1240.1,5317664,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Nursing,2015,93.81,98.97,86.2,92.5,68.5,0.064256418,0.1512485336014747,8796.59,28067.805,1240.1,5026829,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Nursing,2016,95.74,97.87,85,82.89999999999999,59.7,0.060717571,0.1678910976663785,8378.69,23083.69,1240.1,5471537,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Nursing,2017,96.97,99,86.05000000000001,0,0,0.064980237,0.1676328502415458,8884.85,26945.85,1240.1,10319396,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Nursing,2018,96.43,99.07,86.05000000000001,0,0,0.044184535,0.1432547245053016,8884.85,26945.85,1240.1,10878594,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Nursing,2019,97.03,98.08,86.05000000000001,0,0,0.051969012,0.1559130175752159,8892.54,29488.24,1240.1,18389261,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Nursing,2020,98.26,99.14,86.05000000000001,0,0,0.053114132,0.1372621281157865,8510.06,29189.76,1240.1,13122314.7,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Nursing,2021,99.08,98.1,88.6,93.4,77.8,0.054920337,0.1454807382333978,8708.33,29424.03,1240.1,5236936,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Arts & Science,2014,100,100,82.94999999999999,57.7,25.2,0.058534264,0.728900351,8609.195,29306.895,1264.15,5317664,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Arts & Science,2015,100,66.67,83.35,82.55,35.75,0.064256418,0.7387473664049032,8609.195,29306.895,1264.15,5026829,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Arts & Science,2016,50,100,86.1,109.85,65.75,0.060717571,0.7180238432006466,8378.69,23083.69,1264.15,5471537,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Arts & Science,2019,87.5,87.5,83.35,0,0,0.051969012,0.7075873827791986,8892.54,29488.24,1264.15,18389261,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Arts & Science,2020,100,100,83.35,0,0,0.053114132,0.7547503537497473,8510.06,29189.76,1264.15,13122314.7,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Arts & Science,2021,85.71,88.89,83.35,0,0,0.054920337,0.8170797413793104,8708.33,29424.03,1264.15,5236936,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Health Professions,2014,86.67,100,87.6,0,0,0.058534264,0,8708.33,29189.76,1276.2,5317664,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Health Professions,2015,90,100,87.6,0,0,0.064256418,0.059671946,8708.33,29189.76,1276.2,5026829,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Health Professions,2016,90,100,87.6,0,0,0.060717571,0.038461538,8378.69,23083.69,1276.2,5471537,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Health Professions,2018,100,100,87.6,0,0,0.044184535,0.036184211,8884.85,26945.85,1276.2,10878594,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Health Professions,2019,85.71,100,87.6,0,0,0.051969012,0.080882353,8892.54,29488.24,1276.2,18389261,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Health Professions,2020,80,100,87.6,0,0,0.053114132,0.1014492753623188,8510.06,29189.76,1276.2,13122314.7,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Other Health Professions,2021,100,100,87.6,0,0,0.054920337,0.3529411764705882,8708.33,29424.03,1276.2,5236936,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Physical Science,2014,100,93.33,82.1,66.3,41.5,0.058534264,0.984375,8708.33,29424.03,1276.2,5317664,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Physical Science,2015,100,83.33,81.3,61.4,39.9,0.064256418,0.9575569358178052,8708.33,29424.03,1276.2,5026829,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Physical Science,2021,100,100,87.5,86.8,75.05,0.054920337,0.7,8708.33,29424.03,1276.2,5236936,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Social Science,2014,88.96,94.01,80.6,51.4,23.7,0.058534264,0.3527976518070079,8796.59,28067.805,1252.1,5317664,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Social Science,2015,88.15,94.52,81.3,58.50000000000001,30.2,0.064256418,0.3451319147570103,8796.59,28067.805,1252.1,5026829,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Social Science,2016,89.57,95.16,82.2,71.7,47.7,0.060717571,0.3405913212742724,8378.69,23083.69,1252.1,5471537,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Social Science,2017,94.85,98.56,81.75,0,0,0.064980237,0.3093002059826099,8884.85,26945.85,1252.1,10319396,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Social Science,2018,94.17,95.52,81.75,0,0,0.044184535,0.2952452618214996,8884.85,26945.85,1252.1,10878594,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Social Science,2019,90.79,91.76,81.75,0,0,0.051969012,0.2990722445308461,8892.54,29488.24,1252.1,18389261,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Social Science,2020,95.21,98.05,81.75,0,0,0.053114132,0.2549279355659177,8510.06,29189.76,1252.1,13122314.7,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Social Science,2021,92,95.08,84.75,73.3,54.25,0.054920337,0.2427266751420629,8708.33,29424.03,1252.1,5236936,TRUE,TRUE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Therapy & Rehabilitation,2014,100,100,83.05,0,0,0.058534264,0,8609.195,28067.805,1276.2,5317664,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Therapy & Rehabilitation,2015,75,77.78,83.05,0,0,0.064256418,0,8609.195,28067.805,1276.2,5026829,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Therapy & Rehabilitation,2016,100,100,83.05,0,0,0.060717571,0,8378.69,23083.69,1276.2,5471537,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Therapy & Rehabilitation,2017,100,100,83.05,0,0,0.064980237,0,8884.85,26945.85,1276.2,10319396,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Therapy & Rehabilitation,2020,100,87.5,83.05,0,0,0.053114132,0,8510.06,29189.76,1276.2,13122314.7,TRUE,FALSE,TRUE
Laurentian University,Unranked in WUR 2026,,,"QS profile snippet shows QS Sustainability Ranking 2026 #1501+, but no QS World University Rankings 2026 rank found.",https://www.topuniversities.com/universities/laurentian-university,Therapy & Rehabilitation,2021,85.71,100,83.05,0,0,0.054920337,0,8708.33,29424.03,1276.2,5236936,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Agriculture & Biological Science,2014,84.21,86.73,91.9,0,0,0.062838272,0.8268497330282227,7450.799999999999,29251.31,1252.1,88064766.67,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Agriculture & Biological Science,2015,79.09,92.86,91.9,0,0,0.064933429,1.148074961754207,7450.799999999999,29251.31,1252.1,85168296,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Agriculture & Biological Science,2016,81.48,93.66,91.9,0,0,0.075617098,1.1425966052726615,7450.799999999999,25017.300000000003,1252.1,84019420,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Agriculture & Biological Science,2017,86.96,94.34,91.6,100,100,0.093611514,0.8203397212543553,7988.81,29251.31,1252.1,80237851.65,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Agriculture & Biological Science,2018,89.24,91.38,91.9,100.1,100.1,0.1078627133330821,0.5757310099266293,7988.81,29251.31,1252.1,0,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Agriculture & Biological Science,2019,88.74,90.97,91.7,100,99.9,0.1315275567770866,0.5321356479612435,7450.799999999999,29251.31,1252.1,93485472.41,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Agriculture & Biological Science,2020,78.61,92.99,92.3,99.9,99.4,0.1456561670861963,0.4973835762531106,7377.8,26207.63,1252.1,99820923.01,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Agriculture & Biological Science,2021,88.41,94.18,95.1,100,100,0.1559452893607108,0.5816694308295268,7395.030000000001,38589.03,1252.1,40341651.17,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Business & Commerce,2014,92.11,97.5,86.7,98.5,75.1,0.062838272,1.4341037998365918,7450.799999999999,29251.31,1252.1,88064766.67,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Business & Commerce,2015,92.5,96.82,86.7,99.8,75.7,0.064933429,1.2701576396655485,7450.799999999999,29251.31,1252.1,85168296,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Business & Commerce,2016,92.36,95.3,85.2,99,58.1,0.075617098,1.243471125824067,7450.799999999999,25017.300000000003,1252.1,84019420,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Business & Commerce,2017,93.65,97.86,87.2,100,77.60000000000001,0.093611514,1.210484353199123,7988.81,29251.31,1252.1,80237851.65,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Business & Commerce,2018,93.75,93.41,87.6,100,82.2,0.1078627133330821,1.2820560991946155,7988.81,29251.31,1252.1,0,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Business & Commerce,2019,96.15,98.16,88.4,100.1,90.9,0.1315275567770866,1.095631458979588,7450.799999999999,29251.31,1252.1,93485472.41,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Business & Commerce,2020,84.88,96.23,89.7,99.9,96,0.1456561670861963,1.3182385944794823,7377.8,26207.63,1252.1,99820923.01,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Business & Commerce,2021,95.14,95.28,91,100,97.9,0.1559452893607108,1.4556396816152204,7395.030000000001,38589.03,1252.1,40341651.17,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Computer Science,2014,100,90,95.1,0,0,0.062838272,5.84375,7450.799999999999,29251.31,1276.2,88064766.67,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Computer Science,2015,95,100,95.1,0,0,0.064933429,4.934782608695652,7450.799999999999,29251.31,1276.2,85168296,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Computer Science,2016,87.5,100,95.1,0,0,0.075617098,4.62,7450.799999999999,25017.300000000003,1276.2,84019420,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Computer Science,2017,94.44,100,94.4,100,100,0.093611514,3.636363636363636,7988.81,29251.31,1276.2,80237851.65,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Computer Science,2018,82.35,94.12,94,100,100,0.1078627133330821,3.8793103448275854,7988.81,29251.31,1276.2,0,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Computer Science,2019,92.31,92.86,95.1,100,100,0.1315275567770866,3.901639344262295,7450.799999999999,29251.31,1276.2,93485472.41,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Computer Science,2020,88.89,100,95.8,100,100,0.1456561670861963,4.077922077922078,7377.8,26207.63,1276.2,99820923.01,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Computer Science,2021,85.71,100,96.9,100,100,0.1559452893607108,4.282828282828283,7395.030000000001,38589.03,1276.2,40341651.17,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Engineering,2014,88.07,94.56,90.5,100,99.9,0.062838272,5.931319326634478,7450.799999999999,29251.31,1362.5,88064766.67,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Engineering,2015,87.09,91.64,91.1,100,100,0.064933429,6.220192575083427,7450.799999999999,29251.31,1362.5,85168296,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Engineering,2016,86.56,96.06,90.8,99.4,99.4,0.075617098,5.951422665,7450.799999999999,25017.300000000003,1362.5,84019420,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Engineering,2017,90.46,96.15,91,97.5,88.10000000000001,0.093611514,5.052911177,7988.81,29251.31,1362.5,80237851.65,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Engineering,2018,89.8,94.82,90.8,97.5,88.7,0.1078627133330821,5.373713684008998,7988.81,29251.31,1362.5,0,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Engineering,2019,89.92,94.7,91.1,97.2,88.4,0.1315275567770866,4.539799827977168,7450.799999999999,29251.31,1362.5,93485472.41,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Engineering,2020,82.61,97.04,92.7,99.8,95,0.1456561670861963,4.538742074499703,7377.8,26207.63,1362.5,99820923.01,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Engineering,2021,86.99,93.33,93.9,99.5,96.9,0.1559452893607108,4.295701913249296,7395.030000000001,38589.03,1362.5,40341651.17,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Fine & Applied Arts,2014,88.89,88.89,82.9,50,0,0.062838272,0.4489583333333333,7450.799999999999,29251.31,1276.2,88064766.67,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Fine & Applied Arts,2015,81.48,92.59,84.1,42.9,42.9,0.064933429,0.3987299465240641,7450.799999999999,29251.31,1276.2,85168296,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Fine & Applied Arts,2016,90,90,86.2,64.7,64.7,0.075617098,0.3926701570680628,7450.799999999999,25017.300000000003,1276.2,84019420,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Fine & Applied Arts,2017,100,92.31,85.2,75.60000000000001,59.4,0.093611514,0.4063761097659402,7988.81,29251.31,1276.2,80237851.65,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Fine & Applied Arts,2018,83.33,86.36,87,85.4,70.7,0.1078627133330821,0.5123456790123457,7988.81,29251.31,1276.2,0,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Fine & Applied Arts,2019,90.91,81.82,85.6,91.1,47,0.1315275567770866,0.5702231899836689,7450.799999999999,29251.31,1276.2,93485472.41,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Fine & Applied Arts,2020,92.86,93.75,87.9,85.99999999999999,74.89999999999999,0.1456561670861963,0.8366564417177914,7377.8,26207.63,1276.2,99820923.01,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Fine & Applied Arts,2021,81.82,100,89.5,95.6,91.3,0.1559452893607108,0.4405594405594406,7395.030000000001,38589.03,1276.2,40341651.17,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Humanities,2014,93.96,91.11,82.3,69.2,32.6,0.062838272,0.6132440476190476,7450.799999999999,29251.31,1252.1,88064766.67,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Humanities,2015,90.08,93.29,82.6,69.10000000000001,33.4,0.064933429,0.5178561487502088,7450.799999999999,29251.31,1252.1,85168296,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Humanities,2016,89.6,93.29,82.3,67.80000000000001,33.2,0.075617098,0.5435172872340426,7450.799999999999,25017.300000000003,1252.1,84019420,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Humanities,2017,81.44,94.69,87.2,83.9,62.6,0.093611514,0.4554342204718143,7988.81,29251.31,1252.1,80237851.65,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Humanities,2018,89.08,86.26,86.8,80.10000000000001,59.2,0.1078627133330821,0.5346793930494371,7988.81,29251.31,1252.1,0,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Humanities,2019,89.32,98.21,86.8,81.9,61,0.1315275567770866,0.5470923690671031,7450.799999999999,29251.31,1252.1,93485472.41,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Humanities,2020,87.38,93.86,88.5,89.1,72.1,0.1456561670861963,0.4346628390819596,7377.8,26207.63,1252.1,99820923.01,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,Humanities,2021,90.36,91,89.9,92.4,78.4,0.1559452893607108,0.6370011947431302,7395.030000000001,38589.03,1252.1,40341651.17,TRUE,TRUE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,"Kinesiology, Recreation & Phys. Educ.",2014,94.34,93.22,85.4,0,0,0.062838272,1.1494949494949496,7450.799999999999,29251.31,1264.15,88064766.67,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,"Kinesiology, Recreation & Phys. Educ.",2015,100,91.38,85.4,0,0,0.064933429,0.5842911877394636,7450.799999999999,29251.31,1264.15,85168296,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,"Kinesiology, Recreation & Phys. Educ.",2016,92,92.86,85.4,0,0,0.075617098,0.5722120658135283,7450.799999999999,25017.300000000003,1264.15,84019420,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,"Kinesiology, Recreation & Phys. Educ.",2017,95.92,88.24,85.4,0,0,0.093611514,0.5659655831739961,7988.81,29251.31,1264.15,80237851.65,TRUE,FALSE,TRUE
McMaster University,173,173,4,,https://www.topuniversities.com/universities/mcmaster-university,"Kinesiology, Recreation & Phys. Educ.",2018,92.59,91.84,85.4,0,0,0.1078627133330821,0.5408348457350273,7988.81,29251.31,1264.15,0,TRUE,FALSE,TRUE
